player_name,player_url,club,position,nationality,kit_number,age,rating,matches_played,minutes,minutes_per90,annual_salary,matches_started,matches_subbed_in,matches_subbed_out,goals_scored,goals_scored_per90,goal_involvement,goal_involvement_per90,goals_at_home,goals_at_home_per90,goals_at_away,goals_at_away_per90,expected_goals_xg,expected_goals_xg_per90,non-penalty_xg_npxg,non-penalty_xg_npxg_per90,penalties_scored,hat-tricks,3_or_more_goals,2_or_more_goals,minutes_per_goal,shots_taken,shots_taken_per90,shots_on_target,shots_on_target_per90,shots_off_target,shots_off_target_per90,hit_the_woodwork,hit_the_woodwork_per90,shot_conversion_rate,shot_accuracy,shots_per_goal_scored,assists,assists_per90,expected_assists_xa,expected_assists_xa_per90,passes,passes_per90,successful_passes,successful_passes_per90,pass_completion_rate,key_passes,key_passes_per90,crosses,crosses_per90,successful_crosses,successful_crosses_per90,cross_completion_rate,minutes_per_assist,dribbles,dribbles_per90,successful_dribbles,successful_dribbles_per90,dribble_success_rate,dispossesed,dispossesed_per90,offsides,offsides_per90,yellow_cards,red_cards,total_cards,total_cards_per90,minutes_per_booking,cards_over_0.5,cards_over_0.5_per90,fouls_committed,fouls_committed_per90,fouled_against,fouled_against_per90,goals_conceded,goals_conceded_per90,minutes_per_goal_conceded,clean_sheets,clean_sheets_per90,tackles,tackles_per90,interceptions,interceptions_per90,ground_duels,ground_duels_per90,ground_duels_won,ground_duels_won_per90,aerial_duels_won,aerial_duels_won_per90,dribbled_past,dribbled_past_per90,clearances,clearances_per90,shots_blocked,shots_blocked_per90,penalties_given_away,penalties_given_away_per90,penalty_conversion_rate,penalty_conversion_rate_per90,penalties_taken,penalties_taken_per90,penalties_scored_per90,penalties_missed,penalties_missed_per90,shots_faced,shots_faced_per90,saves,saves_per90,save_percentage,save_percentage_per90,punches,punches_per90
Khalid Baba,https://footystats.org/players/morocco/khalid-baba,"Maghreb FèsNational Team : MoroccoPosition : MidfielderNationality : MoroccoKit Number : #11GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #11GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #11GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,35.0,11,821,75 min' per appearance,,9,2,4,1,0.11,3,0.33,1,0.19,0,0.0,0.5,0.06,-0.2,-0.02,0,0,0,0,821 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.22,1.22,0.14,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,411 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.22,411 min' / card,2,18%,0,0.0,0,0.0,10,1.1,82 min',4,36%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mouad Enzo,https://footystats.org/players/morocco/mouad-enzo,"CODM MeknèsPosition : MidfielderNationality : MoroccoKit Number : #21Age : 26 (January 1, 2000)Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #21Age : 26 (January 1, 2000)Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #21Age : 26 (January 1, 2000)Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,26.0,,1,22,22 min' per appearance,"€20,000",2,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.55,0.28,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,Not Recorded,0.0,,0.0,,0,0.0,,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,0,0.0,0 min',1,100%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Abdelali Ait Brayim,https://footystats.org/players/morocco/abdelali-ait-brayim,"Hassania AgadirPosition : MidfielderNationality : MoroccoKit Number : #14Annual Salary (Euros) : €25,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #14Annual Salary (Euros) : €25,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #14Annual Salary (Euros) : €25,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,42.0,16,987,62 min' per appearance,"€25,000",12,4,4,0,0.0,2,0.18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.18,1.21,0.11,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,494 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,15,1.37,66 min',4,25%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Anas Bach,https://footystats.org/players/morocco/anas-bach,"FAR RabatNational Team : MoroccoPosition : DefenderNationality : MoroccoKit Number : #3Age : 28 (February 10, 1998)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #3Age : 28 (February 10, 1998)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #3Age : 28 (February 10, 1998)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28.0,11.0,10,900,90 min' per appearance,,10,0,0,1,0.1,1,0.1,1,0.2,0,0.0,0.81,0.08,0.81,0.08,0,0,0,0,900 min' / goal,3,0.3,1/ 3,0.1,2/ 3,0.2,0 times,0.0,33.33%,33.33%,3.0,0,0.0,0.82,0.08,335,33.5,259/ 335,25.9,77.31%,5,0.5,37,3.7,6/ 37,0.6,16.22%,No Assists,7,0.7,5.0,0.5,71.43%,3,0.3,1.0,0.1,1,0,1,0.1,900 min' / card,1,10%,4,0.4,4,0.4,5,0.5,180 min',5,50%,15,1.5,8,0.8,52,5.2,32,3.2,8,0.8,2,0.2,36,3.6,1,0.1,1,0.1,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Achref Habbassi,https://footystats.org/players/tunisia/achref-habbassi,"Olympic SafiNational Team : CS SfaxienPosition : MidfielderNationality : TunisiaKit Number : #18Age : 24 (December 8, 2001)Height : 177cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : TunisiaKit Number : #18Age : 24 (December 8, 2001)Height : 177cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","TunisiaKit Number : #18Age : 24 (December 8, 2001)Height : 177cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,24.0,2.0,1,8,8 min' per appearance,,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.01,0.11,5,56.25,4/ 5,45.0,80.00%,0,0.0,2,22.5,1/ 2,11.25,50.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,0,0.0,0 min',0,0%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,100%,0,2,2,0,0,,,,,,,,
Abdelfattah Hadraf,https://footystats.org/players/morocco/abdelfattah-hadraf,"FAR RabatPosition : MidfielderNationality : MoroccoKit Number : #40Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #40Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #40Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,24.0,10,794,79 min' per appearance,"€140,000",9,1,3,0,0.0,0,0.0,0,0.0,0,0.0,1.16,0.13,1.16,0.13,0,0,0,0,0 min' / goal,11,1.25,6/ 11,0.68,5/ 11,0.57,0 times,0.0,0.00%,54.55%,0.0,0,0.0,1.0,0.11,318,36.05,268/ 318,30.38,84.28%,11,1.25,41,4.65,10/ 41,1.13,24.39%,No Assists,31,3.51,11.0,1.25,35.48%,9,1.02,2.0,0.23,1,0,1,0.11,794 min' / card,1,10%,13,1.47,13,1.47,5,0.57,159 min',5,50%,14,1.59,5,0.57,101,11.45,41,4.65,3,0.34,10,1.13,4,0.45,1,0.11,0,0.0,No Pens,100%,0,3,3,0,0,,,,,,,,
Amine Balich,https://footystats.org/players/morocco/amine-balich,"CR Khemis ZemamraPosition : MidfielderNationality : MoroccoKit Number : #25Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #25Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #25Annual Salary (Euros) : €20,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,32.0,10,773,77 min' per appearance,"€20,000",8,2,4,0,0.0,2,0.23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.23,1.2,0.26,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,387 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,3,0,3,0.35,258 min' / card,2,20%,0,0.0,0,0.0,11,1.28,70 min',3,30%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mountassir Lahtimi,https://footystats.org/players/morocco/mountassir-lahtimi,"CR Khemis ZemamraNational Team : Wydad CasablancaPosition : MidfielderNationality : MoroccoKit Number : #21Annual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #21Annual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #21Annual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,16.0,12,623,52 min' per appearance,"€130,000",7,5,2,2,0.29,4,0.58,2,0.55,0,0.0,1.3,0.2,0.6,0.09,0,0,0,0,312 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.29,1.01,0.15,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,312 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.14,623 min' / card,1,8%,0,0.0,0,0.0,7,1.01,89 min',4,33%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Marouane Oujeddou,https://footystats.org/players/morocco/marouane-oujeddou,"CR Khemis ZemamraPosition : MidfielderNationality : MoroccoKit Number : #16Age : 22 (January 21, 2004)Height : 181cmAnnual Salary (Euros) : €80,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #16Age : 22 (January 21, 2004)Height : 181cmAnnual Salary (Euros) : €80,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #16Age : 22 (January 21, 2004)Height : 181cmAnnual Salary (Euros) : €80,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,22.0,45.0,15,998,67 min' per appearance,"€80,000",13,2,1,1,0.09,3,0.27,0,0.0,1,0.15,0.61,0.06,-0.09,-0.01,0,0,0,0,998 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.18,1.2,0.11,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,499 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,4,1,5,0.45,200 min' / card,3,20%,0,0.0,0,0.0,15,1.35,67 min',4,27%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Zouhair Marour,https://footystats.org/players/morocco/zouhair-marour,"Yacoub El MansourPosition : MidfielderNationality : MoroccoKit Number : #28Age : 31 (March 19, 1995)Height : 182cmWeight : 70kgAnnual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #28Age : 31 (March 19, 1995)Height : 182cmWeight : 70kgAnnual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #28Age : 31 (March 19, 1995)Height : 182cmWeight : 70kgAnnual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,31.0,70.0,15,1343,90 min' per appearance,"€55,000",15,0,0,0,0.0,2,0.13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.13,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,672 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.07,1343 min' / card,1,7%,0,0.0,0,0.0,20,1.34,67 min',1,7%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mohammed Abu Zrayq,https://footystats.org/players/jordan/mohammed-abu-zrayq,"Raja CasablancaNational Team : JordanPosition : MidfielderNationality : JordanKit Number : #27GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : JordanKit Number : #27GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","JordanKit Number : #27GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,5.0,5,41,8 min' per appearance,,0,2,0,1,2.2,1,2.2,1,3.75,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.03,0.21,14,96.92,11/ 14,76.15,78.57%,0,0.0,1,6.92,1/ 1,6.92,100.00%,No Assists,3,20.77,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,1,6.92,0,0.0,0 min',2,40%,1,6.92,0,0.0,6,41.54,2,13.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mounir El Gouj,https://footystats.org/players/morocco/mounir-el-gouj,"Olympique DcheïraPosition : MidfielderNationality : MoroccoKit Number : #21Age : 22 (October 12, 2003)Annual Salary (Euros) : €22,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #21Age : 22 (October 12, 2003)Annual Salary (Euros) : €22,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #21Age : 22 (October 12, 2003)Annual Salary (Euros) : €22,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,22.0,72.0,10,683,68 min' per appearance,"€22,000",8,2,1,0,0.0,1,0.13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.13,0.61,0.08,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,683 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.13,683 min' / card,1,10%,0,0.0,0,0.0,15,1.98,46 min',2,20%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mehdi Harrar,https://footystats.org/players/morocco/mehdi-harrar,"Raja CasablancaNational Team : MoroccoPosition : GoalkeeperNationality : MoroccoKit Number : #22Age : 25 (November 30, 2000)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","GoalkeeperNationality : MoroccoKit Number : #22Age : 25 (November 30, 2000)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #22Age : 25 (November 30, 2000)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,25.0,5.0,17,1530,90 min' per appearance,"€150,000",17,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.12,765 min' / card,2,12%,0,0.0,0,0.0,6,0.35,255 min',11,65%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,7.0,0.41,0.0,0.0,0 Saves / 7 Shots,0.00%,0.0,0.0
Sabir Bougrine,https://footystats.org/players/belgium/sabir-bougrine,"Raja CasablancaNational Team : MoroccoPosition : Midfielder - Central MidfieldNationality : BelgiumKit Number : #34Age : 29 (July 10, 1996)Height : 173cmWeight : 70kgAnnual Salary (Euros) : €200,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Midfielder - Central MidfieldNationality : BelgiumKit Number : #34Age : 29 (July 10, 1996)Height : 173cmWeight : 70kgAnnual Salary (Euros) : €200,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","BelgiumKit Number : #34Age : 29 (July 10, 1996)Height : 173cmWeight : 70kgAnnual Salary (Euros) : €200,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,29.0,111.0,16,1224,77 min' per appearance,"€200,000",15,1,2,0,0.0,1,0.07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.07,0.52,0.04,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,1224 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.07,1224 min' / card,1,6%,0,0.0,0,0.0,5,0.37,245 min',11,69%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,0%,0,1,0,0,1,,,,,,,,
Chehab Salah Al Deen,https://footystats.org/players/qatar/chehab-salah-al-deen,"Maghreb FèsNational Team : MoroccoPosition : GoalkeeperNationality : QatarKit Number : #16GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","GoalkeeperNationality : QatarKit Number : #16GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","QatarKit Number : #16GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,1.0,17,1530,90 min' per appearance,,17,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.12,765 min' / card,2,12%,0,0.0,0,0.0,5,0.29,306 min',10,59%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,8.0,0.47,0.0,0.0,0 Saves / 8 Shots,0.00%,0.0,0.0
Hamza Afsal,https://footystats.org/players/morocco/hamza-afsal,"Maghreb FèsPosition : MidfielderNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #2Annual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #2Annual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Morocco - MoroccoKit Number : #2Annual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,129.0,17,735,43 min' per appearance,"€130,000",8,9,1,2,0.24,2,0.24,1,0.26,1,0.23,1.22,0.15,1.22,0.15,0,0,0,0,368 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,1,0.12,735 min',10,59%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,100%,0,1,1,0,0,,,,,,,,
Mohamed Boulacsout,https://footystats.org/players/morocco/mohamed-boulacsout,"Raja CasablancaNational Team : MoroccoPosition : MidfielderNationality : MoroccoFoot : BothKit Number : #27Age : 27 (September 23, 1998)Height : 179cmWeight : 65kgAnnual Salary (Euros) : €180,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoFoot : BothKit Number : #27Age : 27 (September 23, 1998)Height : 179cmWeight : 65kgAnnual Salary (Euros) : €180,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoFoot : BothKit Number : #27Age : 27 (September 23, 1998)Height : 179cmWeight : 65kgAnnual Salary (Euros) : €180,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,27.0,294.0,16,1216,76 min' per appearance,"€180,000",14,2,1,1,0.07,1,0.07,1,0.15,0,0.0,0.55,0.04,0.55,0.04,0,0,0,0,1216 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,1,3,0.22,405 min' / card,1,6%,0,0.0,0,0.0,5,0.37,243 min',10,63%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Zine Eddine Derrag,https://footystats.org/players/morocco/zine-eddine-derrag,"FAR RabatPosition : MidfielderNationality : MoroccoKit Number : #6Annual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #6Annual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #6Annual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,272.0,7,566,81 min' per appearance,"€120,000",7,0,2,0,0.0,1,0.16,0,0.0,0,0.0,0.29,0.05,0.29,0.05,0,0,0,0,0 min' / goal,4,0.64,1/ 4,0.16,3/ 4,0.48,0 times,0.0,0.00%,25.00%,0.0,1,0.16,1.18,0.19,248,39.43,202/ 248,32.12,81.45%,5,0.8,2,0.32,0/ 2,0.0,0.00%,566 min' / assist,3,0.48,1.0,0.16,33.33%,6,0.95,0.0,0.0,2,0,2,0.32,283 min' / card,2,29%,10,1.59,5,0.8,4,0.64,142 min',3,43%,11,1.75,11,1.75,50,7.95,27,4.29,10,1.59,1,0.16,8,1.27,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
